#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Experimental role(s) interactor A	Experimental role(s) interactor B	Biological role(s) interactor A	Biological role(s) interactor B	Properties interactor A	Properties interactor B	Type(s) interactor A	Type(s) interactor B	HostOrganism(s)	Expansion method(s)	Dataset name(s)	Annotation(s) interactor A	Annotation(s) interactor B	Parameter(s) interactor A	Parameter(s) interactor B	Parameter(s) interaction
uniprotkb:Q9P0G3	uniprotkb:Q96RI0	-	-	-	-	-	Oikonomopoulou K	pubmed:16885167	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKLK14_HUMAN > PAR4_HUMAN @ 49	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P08253	uniprotkb:P02746	-	-	-	-	-	Ruiz S	pubmed:10496311	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_HUMAN > C1QB_HUMAN @ 49	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:P97372	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > PSME2_MOUSE @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P14735	uniprotkb:P01135	-	-	-	-	-	Guo Q	pubmed:19896952	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CIDE_HUMAN > TGFA_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P20029	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > GRP78_MOUSE @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9BYF1	uniprotkb:Q9UBU3	-	-	-	-	-	Vickers C	pubmed:11815627	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CACE2_HUMAN > GHRL_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P24369	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > PPIB_MOUSE @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P63017	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > HSP7C_MOUSE @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P14735	uniprotkb:P01344	-	-	-	-	-	Guo Q	pubmed:19896952	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CIDE_HUMAN > IGF2_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q62465	-	-	-	-	-	Prudova A	pubmed:20305284	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > VAT1_MOUSE @ 50	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q80SW1	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > SAHH2_MOUSE @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P12544	uniprotkb:P39023	-	-	-	-	-	Van Damme P	pubmed:20536382	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAA_HUMAN > RL3_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q7TMK9	-	-	-	-	-	Prudova A	pubmed:20305284	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > HNRPQ_MOUSE @ 50	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P97372	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > PSME2_MOUSE @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P39900	uniprotkb:P15502	-	-	-	-	-	Heinz A	pubmed:20345904	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP12_HUMAN > ELN_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P09237	uniprotkb:P15502	-	-	-	-	-	Heinz A	pubmed:20345904	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP7_HUMAN > ELN_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P04187	uniprotkb:O09130	-	-	-	-	-	Van Damme P	pubmed:18836177	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAB_MOUSE > NF2IP_MOUSE @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P08311	uniprotkb:P10147	-	-	-	-	-	Ryu OH	pubmed:15728180	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATG_HUMAN > CCL3_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P17655	uniprotkb:P25963	-	-	-	-	-	Han Y	pubmed:9873017	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCAN2_HUMAN > IKBA_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:P63017	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > HSP7C_MOUSE @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P14780	uniprotkb:P15502	-	-	-	-	-	Heinz A	pubmed:20345904	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP9_HUMAN > ELN_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q6GPI1	uniprotkb:P09211	-	-	-	-	-	-	-	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCTRB2_HUMAN > GSTP1_HUMAN @ 50	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P42574	uniprotkb:P63261	-	-	-	-	-	-	-	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP3_HUMAN > ACTG_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P14735	uniprotkb:P01344	-	-	-	-	-	Guo Q	pubmed:19896952	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CIDE_HUMAN > IGF2_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q923D4	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > SF3B5_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:O35887	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > CALU_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q99K85	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > SERC_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P12544	uniprotkb:P61247	-	-	-	-	-	Van Damme P	pubmed:20536382	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAA_HUMAN > RS3A_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:O89086	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > RBM3_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q15661	uniprotkb:P02675	-	-	-	-	-	Thomas VA	pubmed:9485375	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CTRYB1_HUMAN > FIBB_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q15661	uniprotkb:P25116	-	-	-	-	-	Molino M	pubmed:9020112	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CTRYB1_HUMAN > PAR1_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P39900	uniprotkb:P15502	-	-	-	-	-	Heinz A	pubmed:20345904	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP12_HUMAN > ELN_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P09237	uniprotkb:P15502	-	-	-	-	-	Heinz A	pubmed:20345904	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP7_HUMAN > ELN_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9Y337	uniprotkb:Q96RI0	-	-	-	-	-	Oikonomopoulou K	pubmed:16885167	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKLK5_HUMAN > PAR4_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q8TCT7	uniprotkb:P01375	-	-	-	-	-	Fluhrer R	pubmed:16829951	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CPSL1_HUMAN > TNFA_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q91V92	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > ACLY_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q92876	uniprotkb:P55085	-	-	-	-	-	Oikonomopoulou K	pubmed:16885167	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKLK6_HUMAN > PAR2_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P14211	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > CALR_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P08311	uniprotkb:P16619	-	-	-	-	-	Ryu OH	pubmed:15728180	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATG_HUMAN > CL3L1_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P14869	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > RLA0_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P04187	uniprotkb:P62852	-	-	-	-	-	Van Damme P	pubmed:18836177	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAB_MOUSE > RS25_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P04187	uniprotkb:P70236	-	-	-	-	-	Van Damme P	pubmed:18836177	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAB_MOUSE > MP2K6_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q61599	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > GDIR2_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P63239	uniprotkb:Q9EQX0	-	-	-	-	-	Zhu X	pubmed:17050541	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CNEC1_MOUSE > GHRL_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9P0G3	uniprotkb:P55085	-	-	-	-	-	Oikonomopoulou K	pubmed:16885167	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKLK14_HUMAN > PAR2_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P00747	uniprotkb:P02675	-	-	-	-	-	Yuan H	pubmed:19240037	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CPLMN_HUMAN > FIBB_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P10507	uniprotkb:Q07540	-	-	-	-	-	Gordon DM	pubmed:11159945	taxid:4932(Yeast)	taxid:4932(Yeast)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMPPB_YEAST > FRDA_YEAST @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q8BH97	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > RCN3_MOUSE @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P08254	uniprotkb:P06396	-	-	-	-	-	Park SM	pubmed:16421935	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP3_HUMAN > GELS_HUMAN @ 51	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:P97372	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > PSME2_MOUSE @ 52	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P20029	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > GRP78_MOUSE @ 52	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P14735	uniprotkb:P01344	-	-	-	-	-	Guo Q	pubmed:19896952	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CIDE_HUMAN > IGF2_HUMAN @ 52	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:O35887	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > CALU_MOUSE @ 52	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q62465	-	-	-	-	-	Prudova A	pubmed:20305284	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > VAT1_MOUSE @ 52	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P70195	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > PSB7_MOUSE @ 52	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P28650	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > PURA1_MOUSE @ 52	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P12544	uniprotkb:P61247	-	-	-	-	-	Van Damme P	pubmed:20536382	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAA_HUMAN > RS3A_HUMAN @ 52	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P13134	uniprotkb:P40583	-	-	-	-	-	-	pubmed:18625069	taxid:4932(Yeast)	taxid:4932(Yeast)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKEX2_YEAST > YPS6_YEAST @ 52	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
